Candidate,Gender,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Partisan Lean,Primary %,Won Primary,Race,Veteran?,LGBTQ?,Elected Official?,Self-Funder?,STEM?,Obama Alum?,Party Support?,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?
Raz Mason,Female,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.3000002,No,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Timothy White,Male,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.8600001,No,,No,No,No,No,No,No,,,,,,,,,,,,,
Rachel Reddick,Female,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,35.330002,No,White,Yes,No,No,No,No,No,,Yes,Yes,,,,,,,,,Yes,
Scott Wallace,Male,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-0.63,56.48,Yes,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,
Steve Bacher,Male,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,8.1899996,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Alan Howe,Male,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,10.81,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Eric Ding,Male,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,17.99,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,
George Scott,Male,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-10.86,36.330002,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Shavonnia Corbin-Johnson,Female,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,34.869999,No,Nonwhite,No,No,No,No,No,Yes,,Yes,,,,,,,,,,,
Jessica King,Female,PA,U.S. House Pennsylvania District 11,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-27.51,100,Yes,White,No,No,No,No,No,No,,,,,,Yes,Yes,Yes,,,Yes,,
Judy Herschel,Female,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Lost,None,None,-36.009998,49.610001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Marc Friedenberg,Male,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-36.009998,50.389999,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,
Brent Ottaway,Male,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-45.43,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Adam Sedlock,Male,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,23.879999,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Bibiana Boerio,Female,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-28.709999,43.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Robert Solomon,Male,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,19.040001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Tom Prigg,Male,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,13.89,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Susan Boser,Female,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-41.73,74.559998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Wade Jodun,Male,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Lost,None,None,-41.73,25.440001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Chris Rieger,Male,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,24.92,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Robert Multari,Male,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,15.11,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,
Ronald DiNicola,Male,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-18.73,59.970001,Yes,,Yes,No,No,No,No,No,,,,,,,,,,,,,
Joe Hoeffel,Male,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Lost,None,None,15.27,10.96,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Madeleine Dean,Female,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Advanced,None,On the Ballot,15.27,72.559998,Yes,White,No,No,Yes,No,No,No,,Yes,Yes,,,,,,,,,,
Shira Goodman,Female,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Lost,None,None,15.27,16.49,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Ashley Lunkenheimer,Female,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,15.31,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,
Gregory Vitali,Male,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,9.4300003,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Larry Arata,Male,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,1.52,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Lindy Li,Female,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,6.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Margo Davidson,Female,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,3.98,No,Nonwhite,No,No,Yes,No,No,No,,,Yes,,,,,,,,,,
Mary Gay Scanlon,Female,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,25.540001,28.370001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Molly Sheehan,Female,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,10.24,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,
Richard Lazer,Male,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,14.99,No,,,,,No,,No,,,,,,,,,,,,,
Thaddeus Kirkland,Male,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,3.99,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,
Theresa Wright,Female,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Lost,None,None,25.540001,5.1900001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Chrissy Houlahan,Female,PA,U.S. House Pennsylvania District 6,Representative,Regular,5/15/18,Advanced,None,On the Ballot,5.2399998,100,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,,,,,,,,,,Yes,
David Clark,Male,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,1.7,No,White,No,No,No,No,No,No,,,,,,,,,,,,,No
Greg Edwards,Male,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,25.43,No,Nonwhite,No,No,No,No,No,No,,,,,,Yes,,Yes,Yes,,Yes,,No
John Morganelli,Male,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,30.15,No,White,No,No,Yes,No,No,No,,,,,,,,,,,,,Yes
Rick Daugherty,Male,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,3.8599999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,No
Roger Ruggles,Male,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,0.07,5.4099998,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,No
Susan Wild,Female,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,On the Ballot,0.07,33.450001,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,No
Denny Wolff,Male,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-32.029999,40.549999,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Gary Wegman,Male,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,31.290001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Laura Quick,Female,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,-32.029999,28.16,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,
James Smith Jr.,Male,SC,Governor of South Carolina,Governor,Regular,6/12/18,Advanced,None,On the Ballot,-15.85,61.810001,Yes,White,Yes,No,No,No,No,No,,,Yes,,,,,Yes,,,,Yes,
Marguerite Willis,Female,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,27.549999,No,White,No,No,No,Yes,No,No,,,,,,,,,,,,,
Phil Noble,Male,SC,Governor of South Carolina,Governor,Regular,6/12/18,Lost,None,None,-15.85,10.64,No,White,No,No,No,No,Yes,Yes,,,,,,,,,,,,,
Joe Cunningham,Male,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-16.879999,71.5,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Toby Smith,Female,SC,U.S. House South Carolina District 1,Representative,Regular,6/12/18,Lost,None,None,-16.879999,28.5,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Annabelle Robertson,Female,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Lost,None,-20.73,41.810001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Phil Black,Male,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Lost,None,None,-20.73,18.370001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Sean Carrigan,Male,SC,U.S. House South Carolina District 2,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-20.73,39.82,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Hosea Cleveland,Male,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Lost,None,None,-38.68,30.27,No,Nonwhite,Yes,No,No,No,Yes,No,,,,,,,,,,,,,
Mary Geren,Female,SC,U.S. House South Carolina District 3,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-38.68,69.730003,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Brandon Brown,Male,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-28.309999,28.469999,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Doris Lee Turner,Female,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,-28.309999,29.459999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,
Eric Graben,Male,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,25.719999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
J.T. Davis,Male,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,7.2199998,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Will Morin III,Male,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,-28.309999,9.1300001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Archie Parnell,Male,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-19.280001,59.959999,Yes,White,No,No,No,No,No,No,No,,Yes,,,,,,,,,,
Mark Ali,Male,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,13.41,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,,,,,,
Sidney Moore,Male,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,17.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Steve Lough,Male,SC,U.S. House South Carolina District 5,Representative,Regular,6/12/18,Lost,None,None,-19.280001,9.46,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Bill Hopkins,Male,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,17.780001,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,,
Bruce Fischer,Male,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Lost,None,None,-19.23,11.22,No,White,Yes,No,No,No,Yes,No,,,No,,,,No,,,,,,
Mal Hyman,Male,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Lost,None,-19.23,29.700001,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Robert Williams,Male,SC,U.S. House South Carolina District 7,Representative,Regular,6/12/18,Advanced,Advanced,On the Ballot,-19.23,41.299999,Yes,Nonwhite,Yes,No,Yes,No,No,No,,,No,,,,No,,,,,,
Billie Sutton,Male,SD,Governor of South Dakota,Governor,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Timothy Bjorkman,Male,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,-29.379999,100,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,
Craig Fitzhugh,Male,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,19.42,No,White,Yes,No,Yes,Yes,No,No,,,,,,,Yes,,,Yes,,,
Karl Dean,Male,TN,Governor of Tennessee,Governor,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,75.139999,Yes,White,No,No,Yes,Yes,No,No,,,,,,,No,,,No,,,
Mezianne Vale Payne,Female,TN,Governor of Tennessee,Governor,Regular,8/2/18,Lost,None,None,-27.139999,5.4400001,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,
Martin Olsen,Male,TN,U.S. House Tennessee District 1,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-57.029999,100,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Joseph Schenkenfelder,Male,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,4.5100002,No,,,,,No,,No,,,No,,,,No,,,No,,,
Joshua Williams,Male,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,-38.18,23.08,No,White,No,No,No,No,Yes,No,,,Yes,,,,No,,,No,,,
Renee Hoyos,Female,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-38.18,72.410004,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,
Danielle Mitchell,Female,TN,U.S. House Tennessee District 3,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-35.98,100,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,Yes,,,
Christopher Hale,Male,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,34.720001,No,White,No,No,No,No,No,Yes,,,,,,,,,,No,,,
Mariah Phillips,Female,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-41.48,47.509998,Yes,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,
Steven Reynolds,Male,TN,U.S. House Tennessee District 4,Representative,Regular,8/2/18,Lost,None,None,-41.48,17.77,No,White,No,No,No,No,No,No,,,,,,,,,,No,,,
Christopher Finley,Male,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,15.06,No,,,,,No,,No,,,No,,,,,,,No,,,
Dawn Barlow,Female,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-49.110001,54.509998,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,No,,,
Merrilee Wineinger,Female,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,22.059999,No,White,No,No,No,No,No,No,,,No,,,,,,,Yes,,,
Peter Heffernan,Male,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,-49.110001,8.3699999,No,,,,,No,,No,,,No,,,,,,,No,,,
Justin Kanew,Male,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-40.209999,62.110001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,Yes,,,
Matt Reel,Male,TN,U.S. House Tennessee District 7,Representative,Regular,8/2/18,Lost,None,None,-40.209999,37.889999,No,White,Yes,No,No,No,No,No,,,No,,,,,,,No,,,
Erika Stotts Pearson,Female,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Advanced,None,On the Ballot,-37.560001,50.419998,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,
John Boatner Jr.,Male,TN,U.S. House Tennessee District 8,Representative,Regular,8/2/18,Lost,None,None,-37.560001,49.580002,No,White,No,No,No,No,No,No,,,,,,,,,,Yes,,,
Gary Davis,Male,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,5.2800002,No,,,,,No,,No,,,,No,,,,,,,,,
John Wolfe,Male,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,-27.139999,3.21,No,White,No,No,No,No,No,No,,,,No,,,,,,,,,
Phil Bredesen,Male,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Advanced,None,On the Ballot,-27.139999,91.510002,Yes,White,No,No,Yes,Yes,No,No,,,,Yes,,,,,,,,,
Adrian Ocegueda,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.4000001,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Andrew White,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Lost,None,-13.23,27.4,No,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,
Cedric Davis,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,8.2399998,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,,,,,,,
Grady Yarbrough,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,5.3699999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
James Clark,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,2.1500001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Jeffrey Payne,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,4.75,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,
Joe Mumbach,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,1.36,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Lupe Valdez,Female,TX,Governor of Texas,Governor,Regular,3/6/18,Advanced,Advanced,On the Ballot,-13.23,42.91,Yes,Nonwhite,Yes,Yes,Yes,No,No,No,,,No,,,,,,,,,,
Thomas Wakely,Male,TX,Governor of Texas,Governor,Regular,3/6/18,Lost,None,None,-13.23,3.4100001,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Brent Beal,Male,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Lost,None,None,-48.73,38.959999,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,
Shirley McKellar,Female,TX,U.S. House Texas District 1,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-48.73,61.040001,Yes,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,,,,,,
Kevin Nelson,Male,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,4.1199999,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Madeline Eden,Female,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,14.27,No,White,No,Yes,No,No,Yes,No,,,,,,,,,,,,,
Matt Harris,Male,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,7.3200002,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,
Mike Siegel,Male,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.43,40,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,
Tami Walker,Female,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Lost,None,None,-14.43,15.56,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Tawana Cadien,Female,TX,U.S. House Texas District 10,Representative,Regular,3/6/18,Advanced,Lost,None,-14.43,17.959999,No,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,
Eric Pfalzgraf,Male,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Lost,None,None,-61.459999,17.09,No,White,No,No,No,No,No,No,,,,,,,,,,,,,
Jennie Lou Leeder,Female,TX,U.S. House Texas District 11,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-61.459999,82.910004,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,
Vanessa Adia,Female,TX,U.S. House Texas District 12,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-33.959999,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,Yes,,,,,
Greg Sagan,Male,TX,U.S. House Texas District 13,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-65.209999,100,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,
Adrienne Bell,Female,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-22.33,79.830002,Yes,Nonwhite,No,No,No,No,No,Yes,,,,,,,Yes,Yes,,,,,
Levy Barnes Jr.,Male,TX,U.S. House Texas District 14,Representative,Regular,3/6/18,Lost,None,None,-22.33,20.17,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,
Dori Fenenbock,Female,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,21.969999,No,White,No,No,No,Yes,No,No,,No,,,,,No,,No,,,,
Enrique Garcia,Male,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,5.3299999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,
Jerome Tilghman,Male,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,2.97,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,No,,,,
John Carrillo,Male,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,1.55,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,No,,,,
Norma Chavez,Female,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,35.419998,6.6599998,No,Nonwhite,No,No,Yes,No,No,No,,No,,,,,No,,No,,,,
Veronica Escobar,Female,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,35.419998,61.529999,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,Yes,,Yes,,,,
Dale Mantey,Male,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Lost,None,None,-21.33,36.599998,No,White,No,No,No,No,Yes,No,,,,,,,Yes,,,,,,
Rick Kennedy,Male,TX,U.S. House Texas District 17,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-21.33,63.400002,Yes,White,No,No,No,No,No,No,,,,,,,No,,,,,,
Miguel Levario,Male,TX,U.S. House Texas District 19,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-51.43,100,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,
Ali Khorasani,Male,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.5,No,Nonwhite,No,Yes,No,No,Yes,No,,,,,,,Yes,No,,,,,
H. P. Parvizian,Male,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,7.9099998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,
Jimmy Darnell Jones,Male,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,22.08,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,Yes,,,,,
Silky Malik,Female,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Lost,None,None,-16.33,9.6999998,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,No,,,,,
Todd Litton,Male,TX,U.S. House Texas District 2,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-16.33,52.810001,Yes,White,No,No,No,No,No,No,,,,,,,No,No,,,,,
Derrick Crowe,Male,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,23.049999,No,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,No,
Elliott McFadden,Male,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Lost,None,None,-15.51,17.02,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,No,
Joseph Kopser,Male,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-15.51,29.030001,Yes,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,No,,,,Yes,
Mary Wilson,Female,TX,U.S. House Texas District 21,Representative,Regular,3/6/18,Advanced,Lost,None,-15.51,30.9,No,White,No,Yes,No,No,Yes,No,,,Yes,,,,No,Yes,,,,No,
Letitia Plummer,Female,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,None,-14.81,24.290001,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,Yes,,,,,
Margarita Ruiz Johnson,Female,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,12.64,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,
Mark Gibson,Male,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,10.24,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,
Sri Preston Kulkarni,Male,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.81,31.85,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,
Steve Brown,Male,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,20.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,Yes,No,,,,,
Angela Villescaz,Female,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,9.0900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,No,
Gina Ortiz Jones,Female,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-0.63,41.560001,Yes,Nonwhite,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,Yes,
Jay Hulings,Male,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,14.98,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,
Judy Canales,Female,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,16.99,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,
